author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Бюро Эстейт Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303054206/,Москва,sale,flat,28,41,4,101.2,-1,0,70840000.0,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide
Sminex,developer,https://www.cian.ru/sale/flat/294328854/,Москва,sale,flat,3,6,2,120.3,-1,0,226580000.0,Басманный,Потаповский переулок,5С4,Чистые пруды,Чистые Пруды
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/302755985/,Москва,sale,flat,8,12,4,150.0,-1,0,299000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551495/,Москва,sale,flat,7,34,2,59.1,-1,0,22762661.0,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302770593/,Москва,sale,flat,11,20,3,97.0,-1,0,89500000.0,Пресненский,Дружинниковская ,15,Краснопресненская,SkyView
Tekta Group,developer,https://www.cian.ru/sale/flat/301260582/,Москва,sale,flat,14,27,1,28.1,-1,0,19453630.0,Даниловский,,,Павелецкая,Era
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087874/,Москва,sale,flat,5,12,3,135.08,-1,0,209000000.0,Хамовники, Усачева,13,Спортивная,Садовые кварталы
Главстрой,developer,https://www.cian.ru/sale/flat/301772066/,Москва,sale,flat,3,35,1,39.08,-1,0,20505276.0,Котловка,31/2,31/2,Профсоюзная,Новые Академики ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302902437/,Москва,sale,flat,4,11,4,170.0,-1,0,190000000.0,Хамовники, Усачева,11,Спортивная,Садовые кварталы
Пионер,developer,https://www.cian.ru/sale/flat/301459888/,Москва,sale,flat,6,18,2,48.4,-1,0,36518949.0,Донской,2-й Донской проезд,10,Ленинский проспект,SHIFT
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303615750/,Москва,sale,flat,6,11,3,118.0,-1,0,147000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Пионер,developer,https://www.cian.ru/sale/flat/304227706/,Москва,sale,flat,4,47,2,48.9,-1,0,30951401.0,Даниловский,,,Павелецкая,Хай Лайф ЖК
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303473970/,Москва,sale,flat,1,16,3,123.0,-1,0,70000000.0,Хамовники,Фрунзенская набережная,50,Спортивная,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/292534789/,Москва,sale,flat,2,25,2,54.5,-1,0,18393750.0,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/303087921/,Москва,sale,flat,2,8,3,152.2,-1,0,150000000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Донстрой,developer,https://www.cian.ru/sale/flat/304095700/,Москва,sale,flat,3,16,2,81.6,-1,0,60024960.0,Раменки, Сергея Бондарчука,2,Мичуринский проспект,Река
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/303016439/,Москва,sale,flat,4,5,3,150.8,-1,0,199900000.0,Пресненский,Леонтьевский переулок,11,Тверская,Леонтьевский 11
Пионер,developer,https://www.cian.ru/sale/flat/301459957/,Москва,sale,flat,4,11,1,56.1,-1,0,52874642.0,Даниловский,,,Павелецкая,Опус ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/284759259/,Москва,sale,flat,3,6,5,145.8,-1,0,202286379.0,Пресненский,Скатертный переулок,22,Арбатская,
EraOneHolding,developer,https://www.cian.ru/sale/flat/291467888/,Москва,sale,flat,4,5,3,133.6,-1,0,146300000.0,Арбат, Арбат,39,Смоленская,Artisan
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/303368649/,Москва,sale,flat,23,25,3,86.2,-1,0,49500000.0,Савеловский, Юннатов,4кГ,Петровский Парк,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040538/,Москва,sale,flat,5,8,1,48.3,-1,0,36852900.0,Замоскворечье,Шлюзовая набережная,2/1С1,Павелецкая,Элитный жилой комплекс 
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304185233/,Москва,sale,flat,5,41,4,133.4,-1,0,125000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
PIONEER,developer,https://www.cian.ru/sale/flat/303709179/,Москва,sale,flat,9,22,1,31.0,-1,0,16667801.0,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
ID 112591621,homeowner,https://www.cian.ru/sale/flat/301839935/,Москва,sale,flat,13,45,2,51.0,-1,0,31500000.0,Дорогомилово,Кутузовский проезд,16А/1,Деловой центр,River Park Кутузовский
MR Group,developer,https://www.cian.ru/sale/flat/303224692/,Москва,sale,flat,12,44,2,61.78,-1,0,29208367.0,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
ID 86900871,realtor,https://www.cian.ru/sale/flat/297947020/,Москва,sale,flat,2,3,2,46.3,-1,0,56000000.0,Басманный, Маросейка,11/4С1,Китай-город,
Upside Development,developer,https://www.cian.ru/sale/flat/303215966/,Москва,sale,flat,11,12,2,77.0,-1,0,47740000.0,Даниловский,2-я Рощинская ,1,Тульская,Данилов дом
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/302967733/,Москва,sale,flat,10,12,1,49.0,-1,0,10500000.0,, Липовый Парк,4к1,Коммунарка,
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040443/,Москва,sale,flat,5,5,3,183.1,-1,0,174494300.0,Арбат,Поварская ,8/1к1,Арбатская,De Luxe квартал апартаментов 
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753500/,Москва,sale,flat,3,5,2,69.3,-1,0,52000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Tekta Group,developer,https://www.cian.ru/sale/flat/303224373/,Москва,sale,flat,7,34,1,30.0,-1,0,16284000.0,Обручевский,,,Воронцовская,Эвер ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/287679683/,Москва,sale,flat,3,18,3,126.3,-1,0,75000000.0,Пресненский,Большая Грузинская ,37С2,Белорусская,
Мангазея,developer,https://www.cian.ru/sale/flat/302850687/,Москва,sale,flat,4,21,1,48.0,-1,0,24209040.0,Щукино,Щукинская ,3,Щукинская,Интонация
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/302662270/,Москва,sale,flat,20,40,5,165.0,-1,0,104000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
COLDY,developer,https://www.cian.ru/sale/flat/303330138/,Москва,sale,flat,2,15,1,39.0,-1,0,31813836.0,Даниловский, Серпуховский Вал,7с16,Тульская,Дом 7 Даниловский
Центр Недвижимости Татьяны Анисимовой,real_estate_agent,https://www.cian.ru/sale/flat/299242534/,Москва,sale,flat,1,3,1,44.0,-1,0,9800000.0,, Нильса Бора,6,Коммунарка,
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/301919439/,Москва,sale,flat,2,10,1,42.4,-1,0,18020000.0,,,В17 кв-л,Опалиха,Сберсити ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753504/,Москва,sale,flat,10,37,4,112.8,-1,0,110000000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
MR Group,developer,https://www.cian.ru/sale/flat/300288766/,Москва,sale,flat,40,54,1,29.14,-1,0,19101464.0,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753513/,Москва,sale,flat,20,41,4,164.0,-1,0,105000000.0,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
Среда,developer,https://www.cian.ru/sale/flat/303626069/,Москва,sale,flat,3,27,1,35.3,-1,0,14988380.0,Очаково-Матвеевское,Очаково мкр,,Аминьевская,Среда на Лобачевского
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087928/,Москва,sale,flat,3,14,3,155.0,-1,0,233000000.0,Хамовники, Ефремова,10,Фрунзенская,Садовые кварталы
Sense Development,developer,https://www.cian.ru/sale/flat/298147711/,Москва,sale,flat,12,13,1,43.7,-1,0,27609617.0,Даниловский,Подольское шоссе,3,Тульская,Logos
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/303087871/,Москва,sale,flat,5,8,4,173.9,-1,0,228800000.0,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040427/,Москва,sale,flat,4,6,1,51.2,-1,0,57190400.0,Замоскворечье,Космодамианская набережная,4/22С9,Новокузнецкая,Клубный дом Космо 4/22
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300650969/,Москва,sale,flat,10,37,4,88.4,-1,0,77990000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Capital Group,developer,https://www.cian.ru/sale/flat/301482894/,Москва,sale,flat,11,18,2,45.8,-1,0,56907301.0,Дорогомилово,,,Москва-Сити,Бадаевский ЖК
FS PROPERTY,real_estate_agent,https://www.cian.ru/sale/flat/278751260/,Москва,sale,flat,6,16,3,158.0,-1,0,205000000.0,Якиманка, Большая Якиманка,22К3,Полянка,Коперник
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/303040411/,Москва,sale,flat,5,23,1,47.6,-1,0,21372400.0,Басманный, Фридриха Энгельса,56,Бауманская,Премиум-квартал 
Point Estate Город,real_estate_agent,https://www.cian.ru/sale/flat/303817767/,Москва,sale,flat,3,13,4,93.0,-1,0,79950000.0,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,Счастье на Ломоносовском
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/304065730/,Москва,sale,flat,7,18,1,49.8,-1,0,53036000.0,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302782147/,Москва,sale,flat,22,37,4,129.6,-1,0,85000000.0,Хорошевский,Ленинградский проспект,37/5,Аэропорт,Прайм Парк
Forma,developer,https://www.cian.ru/sale/flat/297983491/,Москва,sale,flat,5,29,2,64.8,-1,0,29626560.0,Аэропорт,Часовая ,28к8,Сокол,SOUL
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303753510/,Москва,sale,flat,17,41,3,88.3,-1,0,59000000.0,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
Hutton Development,developer,https://www.cian.ru/sale/flat/303616410/,Москва,sale,flat,2,6,1,48.3,-1,0,95634000.0,Якиманка,Софийская набережная,34С3,Новокузнецкая,Клубный дом DUO
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303538615/,Москва,sale,flat,2,6,3,133.6,-1,0,70000000.0,Крылатское,Осенняя ,25К2,Крылатское,
Рублево-Архангельское,developer,https://www.cian.ru/sale/flat/299137613/,Москва,sale,flat,4,12,1,45.87,-1,0,23045088.0,,,В19 кв-л,Павшино,Сберсити ЖК
FIVE,real_estate_agent,https://www.cian.ru/sale/flat/302918713/,Москва,sale,flat,11,34,3,87.0,-1,0,77000000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
FORMA,developer,https://www.cian.ru/sale/flat/303018405/,Москва,sale,flat,18,33,2,46.45,-1,0,41753905.0,Пресненский,к2.3,к2.3,Белорусская,Репаблик ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/277466643/,Москва,sale,flat,4,5,4,170.0,-1,0,250000000.0,Хамовники,Гагаринский переулок,24/7С2,Смоленская,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/300921483/,Москва,sale,flat,2,19,2,62.8,-1,0,25170240.0,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
